Reservoir,Site,DateTime,StartDepth_m,EndDepth_m,CollectionMethod,DayorNight,Taxon,Density_IndPerL,MeanLength_mm,MeanWeight_ug,Biomass_ugL
BVR,50,2014-07-23 11:45:00,8.5,0.0,Tow,Day,Polyarthra,0.17,NA,NA,NA
BVR,50,2014-07-23 11:45:00,8.5,0.0,Tow,Day,Synchaeta,0,NA,NA,NA
BVR,50,2014-07-23 11:45:00,8.5,0.0,Tow,Day,Total Rotifers,21.64,NA,NA,NA
BVR,50,2014-07-23 11:45:00,8.5,0.0,Tow,Day,Trichocerca,0.06,NA,NA,NA
BVR,50,2014-08-13 10:05:00,8.5,0.0,Tow,Night,Ascomorpha,0.33,NA,NA,NA
BVR,50,2014-08-13 10:05:00,8.5,0.0,Tow,Night,Asplanchna,0.06,NA,NA,NA
BVR,50,2014-08-13 10:05:00,8.5,0.0,Tow,Night,Bipalpus,0,NA,NA,NA
BVR,50,2014-08-13 10:05:00,8.5,0.0,Tow,Night,Bosmina,0.17,0.24,0.45,0.07
BVR,50,2014-08-13 10:05:00,8.5,0.0,Tow,Night,Ceriodaphnia,0,NA,NA,0
BVR,50,2014-08-13 10:05:00,8.5,0.0,Tow,Night,Chaoborus,0.02,NA,NA,NA
BVR,50,2014-08-13 10:05:00,8.5,0.0,Tow,Night,Chydorus,0,NA,NA,0
BVR,50,2014-08-13 10:05:00,8.5,0.0,Tow,Night,Conochilus,0,NA,NA,NA
BVR,50,2014-08-13 10:05:00,8.5,0.0,Tow,Day,Cyclopoids,2.05,0.5,1.79,3.68
BVR,50,2014-08-13 10:05:00,8.5,0.0,Tow,Day,D. ambigua,0.11,0.72,2.29,0.25
BVR,50,2014-08-13 10:05:00,8.5,0.0,Tow,Day,D. catawba,1.94,0.65,1.86,3.61
BVR,50,2014-08-13 10:05:00,8.5,0.0,Tow,Day,Diaphanosoma,0,NA,NA,0
BVR,50,2014-08-13 10:05:00,8.5,0.0,Tow,Day,Diaptomus,0,NA,NA,0
BVR,50,2014-08-13 10:05:00,8.5,0.0,Tow,Day,Finilia,0,NA,NA,NA
BVR,50,2014-08-13 10:05:00,8.5,0.0,Tow,Day,Kellicottia,17.31,NA,NA,NA
BVR,50,2014-08-13 10:05:00,8.5,0.0,Tow,Day,Keratella,5.99,NA,NA,NA
BVR,50,2014-08-13 10:05:00,8.5,0.0,Tow,Day,Lecane,0,NA,NA,NA
BVR,50,2014-08-13 10:05:00,8.5,0.0,Tow,Day,Leptodora,0,NA,NA,0
BVR,50,2014-08-13 10:05:00,8.5,0.0,Tow,Day,Monostyla,0,NA,NA,NA
BVR,50,2014-08-13 10:05:00,8.5,0.0,Tow,Day,Nauplii,3.55,NA,NA,NA
BVR,50,2014-08-13 10:05:00,8.5,0.0,Tow,Day,Polyarthra,0.06,NA,NA,NA
BVR,50,2014-08-13 10:05:00,8.5,0.0,Tow,Day,Synchaeta,0,NA,NA,NA
BVR,50,2014-08-13 10:05:00,8.5,0.0,Tow,Day,Total Rotifers,18.14,NA,NA,NA
BVR,50,2014-08-13 10:05:00,8.5,0.0,Tow,Day,Trichocerca,0.17,NA,NA,NA
BVR,50,2014-09-04 09:45:00,8.5,0.0,Tow,Day,Ascomorpha,2.08,NA,NA,NA
BVR,50,2014-09-04 09:45:00,8.5,0.0,Tow,Day,Asplanchna,0,NA,NA,NA
BVR,50,2014-09-04 09:45:00,8.5,0.0,Tow,Day,Bipalpus,0,NA,NA,NA
BVR,50,2014-09-04 09:45:00,8.5,0.0,Tow,Day,Bosmina,0,NA,NA,0
BVR,50,2014-09-04 09:45:00,8.5,0.0,Tow,Day,Ceriodaphnia,0,NA,NA,0
BVR,50,2014-09-04 09:45:00,8.5,0.0,Tow,Day,Chaoborus,0.16,NA,NA,NA
BVR,50,2014-09-04 09:45:00,8.5,0.0,Tow,Day,Chydorus,0,NA,NA,0
BVR,50,2014-09-04 09:45:00,8.5,0.0,Tow,Day,Conochilus,0,NA,NA,NA
BVR,50,2014-09-04 09:45:00,8.5,0.0,Tow,Day,Cyclopoids,9.15,0.46,1.03,9.44
BVR,50,2014-09-04 09:45:00,8.5,0.0,Tow,Day,D. ambigua,1.66,0.53,1.22,2.04
BVR,50,2014-09-04 09:45:00,8.5,0.0,Tow,Day,D. catawba,1.39,0.65,1.93,2.68
BVR,50,2014-09-04 09:45:00,8.5,0.0,Tow,Day,Diaphanosoma,0,NA,NA,0
BVR,50,2014-09-04 09:45:00,8.5,0.0,Tow,Day,Diaptomus,0.14,0.73,1.33,0.18
BVR,50,2014-09-04 09:45:00,8.5,0.0,Tow,Day,Finilia,0,NA,NA,NA
BVR,50,2014-09-04 09:45:00,8.5,0.0,Tow,Day,Kellicottia,34.54,NA,NA,NA
BVR,50,2014-09-04 09:45:00,8.5,0.0,Tow,Day,Keratella,5.96,NA,NA,NA
BVR,50,2014-09-04 09:45:00,8.5,0.0,Tow,Day,Lecane,0,NA,NA,NA
BVR,50,2014-09-04 09:45:00,8.5,0.0,Tow,Day,Leptodora,0,NA,NA,0
BVR,50,2014-09-04 09:45:00,8.5,0.0,Tow,Day,Monostyla,0,NA,NA,NA
BVR,50,2014-09-04 09:45:00,8.5,0.0,Tow,Day,Nauplii,36.62,NA,NA,NA
BVR,50,2014-09-04 09:45:00,8.5,0.0,Tow,Day,Polyarthra,0.83,NA,NA,NA
BVR,50,2014-09-04 09:45:00,8.5,0.0,Tow,Day,Synchaeta,0,NA,NA,NA
BVR,50,2014-09-04 09:45:00,8.5,0.0,Tow,Day,Total Rotifers,20.53,NA,NA,NA
BVR,50,2014-09-04 09:45:00,8.5,0.0,Tow,Day,Trichocerca,0.14,NA,NA,NA
BVR,50,2014-09-25 09:50:00,8.5,0.0,Tow,Day,Ascomorpha,12.27,NA,NA,NA
BVR,50,2014-09-25 09:50:00,8.5,0.0,Tow,Day,Asplanchna,0,NA,NA,NA
BVR,50,2014-09-25 09:50:00,8.5,0.0,Tow,Day,Bipalpus,0,NA,NA,NA
BVR,50,2014-09-25 09:50:00,8.5,0.0,Tow,Day,Bosmina,1.25,0.23,0.42,0.53
BVR,50,2014-09-25 09:50:00,8.5,0.0,Tow,Day,Ceriodaphnia,0,NA,NA,0
BVR,50,2014-09-25 09:50:00,8.5,0.0,Tow,Day,Chaoborus,0.05,NA,NA,NA
BVR,50,2014-09-25 09:50:00,8.5,0.0,Tow,Day,Chydorus,0,NA,NA,0
BVR,50,2014-09-25 09:50:00,8.5,0.0,Tow,Day,Conochilus,3.54,NA,NA,NA
BVR,50,2014-09-25 09:50:00,8.5,0.0,Tow,Day,Cyclopoids,11.86,0.48,1.22,14.42
BVR,50,2014-09-25 09:50:00,8.5,0.0,Tow,Day,D. ambigua,0,NA,NA,0
BVR,50,2014-09-25 09:50:00,8.5,0.0,Tow,Day,D. catawba,1.66,0.51,1.04,1.73
BVR,50,2014-09-25 09:50:00,8.5,0.0,Tow,Day,Diaphanosoma,0.21,0.5,0.43,0.09
BVR,50,2014-09-25 09:50:00,8.5,0.0,Tow,Day,Diaptomus,1.04,0.59,1.13,1.18
BVR,50,2014-09-25 09:50:00,8.5,0.0,Tow,Day,Finilia,0,NA,NA,NA
BVR,50,2014-09-25 09:50:00,8.5,0.0,Tow,Day,Kellicottia,2.7,NA,NA,NA
BVR,50,2014-09-25 09:50:00,8.5,0.0,Tow,Day,Keratella,18.1,NA,NA,NA
BVR,50,2014-09-25 09:50:00,8.5,0.0,Tow,Day,Lecane,0.21,NA,NA,NA
BVR,50,2014-09-25 09:50:00,8.5,0.0,Tow,Day,Leptodora,0,NA,NA,0
BVR,50,2014-09-25 09:50:00,8.5,0.0,Tow,Day,Monostyla,0,NA,NA,NA
BVR,50,2014-09-25 09:50:00,8.5,0.0,Tow,Day,Nauplii,22.89,NA,NA,NA
BVR,50,2014-09-25 09:50:00,8.5,0.0,Tow,Day,Polyarthra,12.9,NA,NA,NA
BVR,50,2014-09-25 09:50:00,8.5,0.0,Tow,Day,Synchaeta,0,NA,NA,NA
BVR,50,2014-09-25 09:50:00,8.5,0.0,Tow,Day,Total Rotifers,58.25,NA,NA,NA
BVR,50,2014-09-25 09:50:00,8.5,0.0,Tow,Day,Trichocerca,8.53,NA,NA,NA
BVR,50,2015-05-14 12:20:00,8.0,0.0,Tow,Day,Ascomorpha,0,NA,NA,NA
BVR,50,2015-05-14 12:20:00,8.0,0.0,Tow,Day,Asplanchna,0,NA,NA,NA
BVR,50,2015-05-14 12:20:00,8.0,0.0,Tow,Day,Bipalpus,0,NA,NA,NA
BVR,50,2015-05-14 12:20:00,8.0,0.0,Tow,Day,Bosmina,0.08,0.26,0.49,0.04
BVR,50,2015-05-14 12:20:00,8.0,0.0,Tow,Day,Ceriodaphnia,0,NA,NA,0
BVR,50,2015-05-14 12:20:00,8.0,0.0,Tow,Day,Chaoborus,0,NA,NA,0
BVR,50,2015-05-14 12:20:00,8.0,0.0,Tow,Day,Chydorus,0,NA,NA,0
BVR,50,2015-05-14 12:20:00,8.0,0.0,Tow,Day,Conochilus,0.88,NA,NA,NA
BVR,50,2015-05-14 12:20:00,8.0,0.0,Tow,Day,Cyclopoids,1.04,0.55,1.82,1.9
BVR,50,2015-05-14 12:20:00,8.0,0.0,Tow,Day,D. ambigua,0,NA,NA,0
BVR,50,2015-05-14 12:20:00,8.0,0.0,Tow,Day,D. catawba,0,NA,NA,0
BVR,50,2015-05-14 12:20:00,8.0,0.0,Tow,Day,Diaphanosoma,0,NA,NA,0
BVR,50,2015-05-14 12:20:00,8.0,0.0,Tow,Day,Diaptomus,0,NA,NA,0
BVR,50,2015-05-14 12:20:00,8.0,0.0,Tow,Day,Finilia,0,NA,NA,NA
BVR,50,2015-05-14 12:20:00,8.0,0.0,Tow,Day,Kellicottia,36.25,NA,NA,NA
BVR,50,2015-05-14 12:20:00,8.0,0.0,Tow,Day,Keratella,3.54,NA,NA,NA
BVR,50,2015-05-14 12:20:00,8.0,0.0,Tow,Day,Lecane,0,NA,NA,NA
BVR,50,2015-05-14 12:20:00,8.0,0.0,Tow,Day,Leptodora,0,NA,NA,0
BVR,50,2015-05-14 12:20:00,8.0,0.0,Tow,Day,Monostyla,0,NA,NA,NA
BVR,50,2015-05-14 12:20:00,8.0,0.0,Tow,Day,Nauplii,0,NA,NA,NA
BVR,50,2015-05-14 12:20:00,8.0,0.0,Tow,Day,Polyarthra,0,NA,NA,NA
BVR,50,2015-05-14 12:20:00,8.0,0.0,Tow,Day,Synchaeta,0,NA,NA,NA
BVR,50,2015-05-14 12:20:00,8.0,0.0,Tow,Day,Total Rotifers,40.67,NA,NA,NA
BVR,50,2015-05-14 12:20:00,8.0,0.0,Tow,Day,Trichocerca,0,NA,NA,NA
BVR,50,2015-05-28 11:00:00,9.0,0.0,Tow,Day,Ascomorpha,0.79,NA,NA,NA
BVR,50,2015-05-28 11:00:00,9.0,0.0,Tow,Day,Asplanchna,0,NA,NA,NA
BVR,50,2015-05-28 11:00:00,9.0,0.0,Tow,Day,Bipalpus,0,NA,NA,NA
BVR,50,2015-05-28 11:00:00,9.0,0.0,Tow,Day,Bosmina,0,NA,NA,0
BVR,50,2015-05-28 11:00:00,9.0,0.0,Tow,Day,Ceriodaphnia,0.07,0.26,0.14,0.01
BVR,50,2015-05-28 11:00:00,9.0,0.0,Tow,Day,Chaoborus,0,NA,NA,0
BVR,50,2015-05-28 11:00:00,9.0,0.0,Tow,Day,Chydorus,0.07,0.16,0.14,0.01
BVR,50,2015-05-28 11:00:00,9.0,0.0,Tow,Day,Conochilus,1.57,NA,NA,NA
BVR,50,2015-05-28 11:00:00,9.0,0.0,Tow,Day,Cyclopoids,1.86,0.48,3.13,5.82
BVR,50,2015-05-28 11:00:00,9.0,0.0,Tow,Day,D. ambigua,0,NA,NA,0
BVR,50,2015-05-28 11:00:00,9.0,0.0,Tow,Day,D. catawba,0.07,0.48,0.85,0.06
BVR,50,2015-05-28 11:00:00,9.0,0.0,Tow,Day,Diaphanosoma,0,NA,NA,0
BVR,50,2015-05-28 11:00:00,9.0,0.0,Tow,Day,Diaptomus,0,NA,NA,0
BVR,50,2015-05-28 11:00:00,9.0,0.0,Tow,Day,Finilia,0,NA,NA,NA
BVR,50,2015-05-28 11:00:00,9.0,0.0,Tow,Day,Kellicottia,8.65,NA,NA,NA
BVR,50,2015-05-28 11:00:00,9.0,0.0,Tow,Day,Keratella,3.14,NA,NA,NA
BVR,50,2015-05-28 11:00:00,9.0,0.0,Tow,Day,Lecane,0,NA,NA,NA
BVR,50,2015-05-28 11:00:00,9.0,0.0,Tow,Day,Leptodora,0,NA,NA,0
BVR,50,2015-05-28 11:00:00,9.0,0.0,Tow,Day,Monostyla,0,NA,NA,NA
BVR,50,2015-05-28 11:00:00,9.0,0.0,Tow,Day,Nauplii,2.36,NA,NA,NA
BVR,50,2015-05-28 11:00:00,9.0,0.0,Tow,Day,Polyarthra,3.93,NA,NA,NA
BVR,50,2015-05-28 11:00:00,9.0,0.0,Tow,Day,Synchaeta,0,NA,NA,NA
BVR,50,2015-05-28 11:00:00,9.0,0.0,Tow,Day,Total Rotifers,18.08,NA,NA,NA
BVR,50,2015-05-28 11:00:00,9.0,0.0,Tow,Day,Trichocerca,0,NA,NA,NA
BVR,50,2015-06-11 10:40:00,9.0,0.0,Tow,Day,Ascomorpha,0.79,NA,NA,NA
BVR,50,2015-06-11 10:40:00,9.0,0.0,Tow,Day,Asplanchna,0,NA,NA,NA
BVR,50,2015-06-11 10:40:00,9.0,0.0,Tow,Day,Bipalpus,0,NA,NA,NA
BVR,50,2015-06-11 10:40:00,9.0,0.0,Tow,Day,Bosmina,0,NA,NA,0
BVR,50,2015-06-11 10:40:00,9.0,0.0,Tow,Day,Ceriodaphnia,0.07,0.4,0.59,0.04
BVR,50,2015-06-11 10:40:00,9.0,0.0,Tow,Day,Chaoborus,0,3.62,7.32,0.02
BVR,50,2015-06-11 10:40:00,9.0,0.0,Tow,Day,Chydorus,0,NA,NA,0
BVR,50,2015-06-11 10:40:00,9.0,0.0,Tow,Day,Conochilus,0.79,NA,NA,NA
BVR,50,2015-06-11 10:40:00,9.0,0.0,Tow,Day,Cyclopoids,1.36,0.36,0.41,0.56
BVR,50,2015-06-11 10:40:00,9.0,0.0,Tow,Day,D. ambigua,0,NA,NA,0
BVR,50,2015-06-11 10:40:00,9.0,0.0,Tow,Day,D. catawba,1.29,0.53,1.16,1.49
BVR,50,2015-06-11 10:40:00,9.0,0.0,Tow,Day,Diaphanosoma,0,NA,NA,0
BVR,50,2015-06-11 10:40:00,9.0,0.0,Tow,Day,Diaptomus,0.07,0.34,0.2,0.01
BVR,50,2015-06-11 10:40:00,9.0,0.0,Tow,Day,Finilia,0,NA,NA,NA
BVR,50,2015-06-11 10:40:00,9.0,0.0,Tow,Day,Kellicottia,3.93,NA,NA,NA
BVR,50,2015-06-11 10:40:00,9.0,0.0,Tow,Day,Keratella,29.87,NA,NA,NA
BVR,50,2015-06-11 10:40:00,9.0,0.0,Tow,Day,Lecane,0,NA,NA,NA
BVR,50,2015-06-11 10:40:00,9.0,0.0,Tow,Day,Leptodora,0,NA,NA,0
BVR,50,2015-06-11 10:40:00,9.0,0.0,Tow,Day,Monostyla,0,NA,NA,NA
BVR,50,2015-06-11 10:40:00,9.0,0.0,Tow,Day,Nauplii,8.65,NA,NA,NA
BVR,50,2015-06-11 10:40:00,9.0,0.0,Tow,Day,Polyarthra,0.79,NA,NA,NA
BVR,50,2015-06-11 10:40:00,9.0,0.0,Tow,Day,Synchaeta,0,NA,NA,NA
BVR,50,2015-06-11 10:40:00,9.0,0.0,Tow,Day,Total Rotifers,36.15,NA,NA,NA
BVR,50,2015-06-11 10:40:00,9.0,0.0,Tow,Day,Trichocerca,0,NA,NA,NA
BVR,50,2015-06-25 11:20:00,9.0,0.0,Tow,Day,Ascomorpha,0.79,NA,NA,NA
BVR,50,2015-06-25 11:20:00,9.0,0.0,Tow,Day,Asplanchna,0,NA,NA,NA
BVR,50,2015-06-25 11:20:00,9.0,0.0,Tow,Day,Bipalpus,0,NA,NA,NA
BVR,50,2015-06-25 11:20:00,9.0,0.0,Tow,Day,Bosmina,0,NA,NA,0
BVR,50,2015-06-25 11:20:00,9.0,0.0,Tow,Day,Ceriodaphnia,0.07,0.26,0.14,0.01
BVR,50,2015-06-25 11:20:00,9.0,0.0,Tow,Day,Chaoborus,0.01,6.21,44.95,0.28
BVR,50,2015-06-25 11:20:00,9.0,0.0,Tow,Day,Chydorus,0,NA,NA,0
BVR,50,2015-06-25 11:20:00,9.0,0.0,Tow,Day,Conochilus,0.79,NA,NA,NA
BVR,50,2015-06-25 11:20:00,9.0,0.0,Tow,Day,Cyclopoids,1,0.49,1.31,1.31
BVR,50,2015-06-25 11:20:00,9.0,0.0,Tow,Day,D. ambigua,0,NA,NA,0
BVR,50,2015-06-25 11:20:00,9.0,0.0,Tow,Day,D. catawba,0.21,0.67,2.01,0.43
BVR,50,2015-06-25 11:20:00,9.0,0.0,Tow,Day,Diaphanosoma,0,NA,NA,0
BVR,50,2015-06-25 11:20:00,9.0,0.0,Tow,Day,Diaptomus,0,NA,NA,0
BVR,50,2015-06-25 11:20:00,9.0,0.0,Tow,Day,Finilia,0,NA,NA,NA
BVR,50,2015-06-25 11:20:00,9.0,0.0,Tow,Day,Kellicottia,1.57,NA,NA,NA
BVR,50,2015-06-25 11:20:00,9.0,0.0,Tow,Day,Keratella,4.72,NA,NA,NA
BVR,50,2015-06-25 11:20:00,9.0,0.0,Tow,Day,Lecane,0,NA,NA,NA
BVR,50,2015-06-25 11:20:00,9.0,0.0,Tow,Day,Leptodora,0,NA,NA,0
BVR,50,2015-06-25 11:20:00,9.0,0.0,Tow,Day,Monostyla,0,NA,NA,NA
BVR,50,2015-06-25 11:20:00,9.0,0.0,Tow,Day,Nauplii,1.57,NA,NA,NA
BVR,50,2015-06-25 11:20:00,9.0,0.0,Tow,Day,Polyarthra,0,NA,NA,NA
BVR,50,2015-06-25 11:20:00,9.0,0.0,Tow,Day,Synchaeta,0,NA,NA,NA
BVR,50,2015-06-25 11:20:00,9.0,0.0,Tow,Day,Total Rotifers,7.86,NA,NA,NA
BVR,50,2015-06-25 11:20:00,9.0,0.0,Tow,Day,Trichocerca,0,NA,NA,NA
BVR,50,2015-07-09 09:30:00,9.0,0.0,Tow,Day,Ascomorpha,0,NA,NA,NA
BVR,50,2015-07-09 09:30:00,9.0,0.0,Tow,Day,Asplanchna,0,NA,NA,NA
BVR,50,2015-07-09 09:30:00,9.0,0.0,Tow,Day,Bipalpus,0,NA,NA,NA
BVR,50,2015-07-09 09:30:00,9.0,0.0,Tow,Day,Bosmina,0,NA,NA,0
BVR,50,2015-07-09 09:30:00,9.0,0.0,Tow,Day,Ceriodaphnia,0.07,0.36,0.41,0.03
BVR,50,2015-07-09 09:30:00,9.0,0.0,Tow,Day,Chaoborus,0.05,5.39,39.74,1.81
BVR,50,2015-07-09 09:30:00,9.0,0.0,Tow,Day,Chydorus,0,NA,NA,0
BVR,50,2015-07-09 09:30:00,9.0,0.0,Tow,Day,Conochilus,0,NA,NA,NA
BVR,50,2015-07-09 09:30:00,9.0,0.0,Tow,Day,Cyclopoids,4.64,0.5,1.35,6.29
BVR,50,2015-07-09 09:30:00,9.0,0.0,Tow,Day,D. ambigua,0.57,0.54,1.23,0.7
BVR,50,2015-07-09 09:30:00,9.0,0.0,Tow,Day,D. catawba,1.36,0.69,2.03,2.76
BVR,50,2015-07-09 09:30:00,9.0,0.0,Tow,Day,Diaphanosoma,0,NA,NA,0
BVR,50,2015-07-09 09:30:00,9.0,0.0,Tow,Day,Diaptomus,0.5,0.64,1.06,0.53
BVR,50,2015-07-09 09:30:00,9.0,0.0,Tow,Day,Finilia,0,NA,NA,NA
BVR,50,2015-07-09 09:30:00,9.0,0.0,Tow,Day,Kellicottia,2.36,NA,NA,NA
BVR,50,2015-07-09 09:30:00,9.0,0.0,Tow,Day,Keratella,3.14,NA,NA,NA
BVR,50,2015-07-09 09:30:00,9.0,0.0,Tow,Day,Lecane,1.57,NA,NA,NA
BVR,50,2015-07-09 09:30:00,9.0,0.0,Tow,Day,Leptodora,0,NA,NA,0
BVR,50,2015-07-09 09:30:00,9.0,0.0,Tow,Day,Monostyla,0,NA,NA,NA
BVR,50,2015-07-09 09:30:00,9.0,0.0,Tow,Day,Nauplii,12.58,NA,NA,NA
BVR,50,2015-07-09 09:30:00,9.0,0.0,Tow,Day,Polyarthra,0,NA,NA,NA
BVR,50,2015-07-09 09:30:00,9.0,0.0,Tow,Day,Synchaeta,0,NA,NA,NA
BVR,50,2015-07-09 09:30:00,9.0,0.0,Tow,Day,Total Rotifers,7.07,NA,NA,NA
BVR,50,2015-07-09 09:30:00,9.0,0.0,Tow,Day,Trichocerca,0,NA,NA,NA
BVR,50,2015-07-23 11:00:00,9.0,0.0,Tow,Day,Ascomorpha,0,NA,NA,NA
BVR,50,2015-07-23 11:00:00,9.0,0.0,Tow,Day,Asplanchna,0,NA,NA,NA
BVR,50,2015-07-23 11:00:00,9.0,0.0,Tow,Day,Bipalpus,0,NA,NA,NA
BVR,50,2015-07-23 11:00:00,9.0,0.0,Tow,Day,Bosmina,0,NA,NA,0
BVR,50,2015-07-23 11:00:00,9.0,0.0,Tow,Day,Ceriodaphnia,0,NA,NA,0
BVR,50,2015-07-23 11:00:00,9.0,0.0,Tow,Day,Chaoborus,0.1,6.66,55.67,5.6
BVR,50,2015-07-23 11:00:00,9.0,0.0,Tow,Day,Chydorus,0.07,0.22,0.32,0.02
BVR,50,2015-07-23 11:00:00,9.0,0.0,Tow,Day,Conochilus,0,NA,NA,NA
BVR,50,2015-07-23 11:00:00,9.0,0.0,Tow,Day,Cyclopoids,2.57,0.4,0.64,1.65
BVR,50,2015-07-23 11:00:00,9.0,0.0,Tow,Day,D. ambigua,0,NA,NA,0
BVR,50,2015-07-23 11:00:00,9.0,0.0,Tow,Day,D. catawba,0,NA,NA,0
BVR,50,2015-07-23 11:00:00,9.0,0.0,Tow,Day,Diaphanosoma,0,NA,NA,0
BVR,50,2015-07-23 11:00:00,9.0,0.0,Tow,Day,Diaptomus,0.07,0.46,0.41,0.03
BVR,50,2015-07-23 11:00:00,9.0,0.0,Tow,Day,Finilia,0,NA,NA,NA
BVR,50,2015-07-23 11:00:00,9.0,0.0,Tow,Day,Kellicottia,1.57,NA,NA,NA
BVR,50,2015-07-23 11:00:00,9.0,0.0,Tow,Day,Keratella,9.43,NA,NA,NA
BVR,50,2015-07-23 11:00:00,9.0,0.0,Tow,Day,Lecane,0,NA,NA,NA
BVR,50,2015-07-23 11:00:00,9.0,0.0,Tow,Day,Leptodora,0,NA,NA,0
BVR,50,2015-07-23 11:00:00,9.0,0.0,Tow,Day,Monostyla,0,NA,NA,NA
BVR,50,2015-07-23 11:00:00,9.0,0.0,Tow,Day,Nauplii,15.72,NA,NA,NA
BVR,50,2015-07-23 11:00:00,9.0,0.0,Tow,Day,Polyarthra,0,NA,NA,NA
BVR,50,2015-07-23 11:00:00,9.0,0.0,Tow,Day,Synchaeta,0,NA,NA,NA
BVR,50,2015-07-23 11:00:00,9.0,0.0,Tow,Day,Total Rotifers,11,NA,NA,NA
BVR,50,2015-07-23 11:00:00,9.0,0.0,Tow,Day,Trichocerca,0,NA,NA,NA
BVR,50,2015-07-30 12:05:00,9.0,0.0,Tow,Day,Ascomorpha,0.79,NA,NA,NA
BVR,50,2015-07-30 12:05:00,9.0,0.0,Tow,Day,Asplanchna,0,NA,NA,NA
BVR,50,2015-07-30 12:05:00,9.0,0.0,Tow,Day,Bipalpus,0,NA,NA,NA
BVR,50,2015-07-30 12:05:00,9.0,0.0,Tow,Day,Bosmina,0,NA,NA,0
BVR,50,2015-07-30 12:05:00,9.0,0.0,Tow,Day,Ceriodaphnia,0,NA,NA,0
BVR,50,2015-07-30 12:05:00,9.0,0.0,Tow,Day,Chaoborus,0.08,8.32,115.11,9.59
BVR,50,2015-07-30 12:05:00,9.0,0.0,Tow,Day,Chydorus,0,NA,NA,0
BVR,50,2015-07-30 12:05:00,9.0,0.0,Tow,Day,Conochilus,0,NA,NA,NA
BVR,50,2015-07-30 12:05:00,9.0,0.0,Tow,Day,Cyclopoids,2.14,0.33,0.3,0.64
BVR,50,2015-07-30 12:05:00,9.0,0.0,Tow,Day,D. ambigua,0.21,0.49,0.92,0.2
BVR,50,2015-07-30 12:05:00,9.0,0.0,Tow,Day,D. catawba,0.07,0.53,1.11,0.08
BVR,50,2015-07-30 12:05:00,9.0,0.0,Tow,Day,Diaphanosoma,0,NA,NA,0
BVR,50,2015-07-30 12:05:00,9.0,0.0,Tow,Day,Diaptomus,0,NA,NA,0
BVR,50,2015-07-30 12:05:00,9.0,0.0,Tow,Day,Finilia,0,NA,NA,NA
BVR,50,2015-07-30 12:05:00,9.0,0.0,Tow,Day,Kellicottia,0.79,NA,NA,NA
BVR,50,2015-07-30 12:05:00,9.0,0.0,Tow,Day,Keratella,25.15,NA,NA,NA
BVR,50,2015-07-30 12:05:00,9.0,0.0,Tow,Day,Lecane,0,NA,NA,NA
BVR,50,2015-07-30 12:05:00,9.0,0.0,Tow,Day,Leptodora,0,NA,NA,0
BVR,50,2015-07-30 12:05:00,9.0,0.0,Tow,Day,Monostyla,0,NA,NA,NA
BVR,50,2015-07-30 12:05:00,9.0,0.0,Tow,Day,Nauplii,7.07,NA,NA,NA
BVR,50,2015-07-30 12:05:00,9.0,0.0,Tow,Day,Polyarthra,0.79,NA,NA,NA
BVR,50,2015-07-30 12:05:00,9.0,0.0,Tow,Day,Synchaeta,0,NA,NA,NA
BVR,50,2015-07-30 12:05:00,9.0,0.0,Tow,Day,Total Rotifers,27.51,NA,NA,NA
BVR,50,2015-07-30 12:05:00,9.0,0.0,Tow,Day,Trichocerca,0,NA,NA,NA
BVR,50,2015-08-13 10:25:00,9.0,0.0,Tow,Day,Ascomorpha,0,NA,NA,NA
BVR,50,2015-08-13 10:25:00,9.0,0.0,Tow,Day,Asplanchna,0,NA,NA,NA
BVR,50,2015-08-13 10:25:00,9.0,0.0,Tow,Day,Bipalpus,0,NA,NA,NA
BVR,50,2015-08-13 10:25:00,9.0,0.0,Tow,Day,Bosmina,0,NA,NA,0
BVR,50,2015-08-13 10:25:00,9.0,0.0,Tow,Day,Ceriodaphnia,0,NA,NA,0
BVR,50,2015-08-13 10:25:00,9.0,0.0,Tow,Day,Chaoborus,0.05,7.9,100.7,4.91
BVR,50,2015-08-13 10:25:00,9.0,0.0,Tow,Day,Chydorus,0,NA,NA,0
BVR,50,2015-08-13 10:25:00,9.0,0.0,Tow,Day,Conochilus,1.57,NA,NA,NA
BVR,50,2015-08-13 10:25:00,9.0,0.0,Tow,Day,Cyclopoids,1.43,0.38,0.47,0.67
BVR,50,2015-08-13 10:25:00,9.0,0.0,Tow,Day,D. ambigua,0,NA,NA,0
BVR,50,2015-08-13 10:25:00,9.0,0.0,Tow,Day,D. catawba,0.14,0.58,1.43,0.2
BVR,50,2015-08-13 10:25:00,9.0,0.0,Tow,Day,Diaphanosoma,0.07,0.32,0.11,0.01
BVR,50,2015-08-13 10:25:00,9.0,0.0,Tow,Day,Diaptomus,0,NA,NA,0
BVR,50,2015-08-13 10:25:00,9.0,0.0,Tow,Day,Finilia,0,NA,NA,NA
BVR,50,2015-08-13 10:25:00,9.0,0.0,Tow,Day,Kellicottia,0.79,NA,NA,NA
BVR,50,2015-08-13 10:25:00,9.0,0.0,Tow,Day,Keratella,11,NA,NA,NA
BVR,50,2015-08-13 10:25:00,9.0,0.0,Tow,Day,Lecane,0,NA,NA,NA
BVR,50,2015-08-13 10:25:00,9.0,0.0,Tow,Day,Leptodora,0,NA,NA,0
